"gcr1.26","Points:0","Points:1","Points:2"
0.004235,-15.2,2.168,3.3338
0.003804,-15.2,1.8254,3.3338
0.0034364,-15.2,1.5195,3.3338
0.0031247,-15.2,1.2464,3.3338
0.0028388,-15.2,1.0025,3.3338
0.0026001,-15.2,0.78482,3.3338
0.0024179,-15.2,0.59043,3.3338
0.0022898,-15.2,0.41687,3.3338
0.0022296,-15.2,0.2619,3.3338
0.0023063,-15.2,0.12354,3.3338
0.0023921,-15.2,0,3.3338
0.3189,-15.2,19.4,3.5579
0.30486,-15.2,19.341,3.5579
0.29041,-15.2,19.272,3.5579
0.27564,-15.2,19.193,3.5579
0.26052,-15.2,19.1,3.5579
0.24502,-15.2,18.993,3.5579
0.22919,-15.2,18.869,3.5579
0.21309,-15.2,18.725,3.5579
0.19678,-15.2,18.558,3.5579
0.18038,-15.2,18.364,3.5579
0.164,-15.2,18.139,3.5579
0.14778,-15.2,17.879,3.5579
0.13187,-15.2,17.576,3.5579
0.11644,-15.2,17.225,3.5579
0.10164,-15.2,16.818,3.5579
0.087622,-15.2,16.346,3.5579
0.07454,-15.2,15.798,3.5579
0.062505,-15.2,15.162,3.5579
0.051599,-15.2,14.425,3.5579
0.041898,-15.2,13.57,3.5579
0.033446,-15.2,12.578,3.5579
0.026247,-15.2,11.428,3.5579
0.020412,-15.2,10.093,3.5579
0.016652,-15.2,8.9013,3.5579
0.013921,-15.2,7.8373,3.5579
0.01186,-15.2,6.8873,3.5579
0.010239,-15.2,6.039,3.5579
0.0089219,-15.2,5.2817,3.5579
0.0078217,-15.2,4.6055,3.5579
0.0068703,-15.2,4.0017,3.5579
0.0060418,-15.2,3.4627,3.5579
0.0053357,-15.2,2.9814,3.5579
0.0047415,-15.2,2.5516,3.5579
0.0042447,-15.2,2.168,3.5579
0.0038123,-15.2,1.8254,3.5579
0.0034432,-15.2,1.5195,3.5579
0.0031304,-15.2,1.2464,3.5579
0.0028438,-15.2,1.0025,3.5579
0.0026042,-15.2,0.78482,3.5579
0.0024209,-15.2,0.59043,3.5579
0.0022918,-15.2,0.41687,3.5579
0.0022314,-15.2,0.2619,3.5579
0.0023085,-15.2,0.12354,3.5579
0.0023948,-15.2,0,3.5579
0.31925,-15.2,19.4,3.8178
0.30518,-15.2,19.341,3.8178
0.2907,-15.2,19.272,3.8178
0.2759,-15.2,19.193,3.8178
0.26076,-15.2,19.1,3.8178
0.24523,-15.2,18.993,3.8178
0.22937,-15.2,18.869,3.8178
0.21324,-15.2,18.725,3.8178
0.19691,-15.2,18.558,3.8178
0.18049,-15.2,18.364,3.8178
0.16409,-15.2,18.139,3.8178
0.14785,-15.2,17.879,3.8178
0.13193,-15.2,17.576,3.8178
0.11649,-15.2,17.225,3.8178
0.10168,-15.2,16.818,3.8178
0.087662,-15.2,16.346,3.8178
0.074578,-15.2,15.798,3.8178
0.062541,-15.2,15.162,3.8178
0.051633,-15.2,14.425,3.8178
0.041929,-15.2,13.57,3.8178
0.033474,-15.2,12.578,3.8178
0.026274,-15.2,11.428,3.8178
0.02044,-15.2,10.093,3.8178
0.016678,-15.2,8.9013,3.8178
0.013946,-15.2,7.8373,3.8178
0.011883,-15.2,6.8873,3.8178
0.010261,-15.2,6.039,3.8178
0.0089429,-15.2,5.2817,3.8178
0.0078416,-15.2,4.6055,3.8178
0.0068889,-15.2,4.0017,3.8178
0.0060585,-15.2,3.4627,3.8178
0.00535,-15.2,2.9814,3.8178
0.0047538,-15.2,2.5516,3.8178
0.0042552,-15.2,2.168,3.8178
0.0038214,-15.2,1.8254,3.8178
0.0034508,-15.2,1.5195,3.8178
0.0031368,-15.2,1.2464,3.8178
0.0028496,-15.2,1.0025,3.8178
0.0026091,-15.2,0.78482,3.8178
0.0024246,-15.2,0.59043,3.8178
0.0022945,-15.2,0.41687,3.8178
0.0022337,-15.2,0.2619,3.8178
0.0023106,-15.2,0.12354,3.8178
0.0023971,-15.2,0,3.8178
0.31966,-15.2,19.4,4.1194
0.30555,-15.2,19.341,4.1194
0.29104,-15.2,19.272,4.1194
0.27622,-15.2,19.193,4.1194
0.26104,-15.2,19.1,4.1194
0.24548,-15.2,18.993,4.1194
0.22959,-15.2,18.869,4.1194
0.21343,-15.2,18.725,4.1194
0.19708,-15.2,18.558,4.1194
0.18062,-15.2,18.364,4.1194
0.1642,-15.2,18.139,4.1194
0.14794,-15.2,17.879,4.1194
0.132,-15.2,17.576,4.1194
0.11655,-15.2,17.225,4.1194
0.10173,-15.2,16.818,4.1194
0.087705,-15.2,16.346,4.1194
0.074617,-15.2,15.798,4.1194
0.062577,-15.2,15.162,4.1194
0.051665,-15.2,14.425,4.1194
0.041958,-15.2,13.57,4.1194
0.033501,-15.2,12.578,4.1194
0.026299,-15.2,11.428,4.1194
0.020469,-15.2,10.093,4.1194
0.016705,-15.2,8.9013,4.1194
0.013972,-15.2,7.8373,4.1194
0.011908,-15.2,6.8873,4.1194
0.010284,-15.2,6.039,4.1194
0.0089654,-15.2,5.2817,4.1194
0.0078631,-15.2,4.6055,4.1194
0.0069094,-15.2,4.0017,4.1194
0.0060771,-15.2,3.4627,4.1194
0.005366,-15.2,2.9814,4.1194
0.0047675,-15.2,2.5516,4.1194
0.004267,-15.2,2.168,4.1194
0.0038318,-15.2,1.8254,4.1194
0.0034596,-15.2,1.5195,4.1194
0.0031443,-15.2,1.2464,4.1194
0.0028565,-15.2,1.0025,4.1194
0.0026148,-15.2,0.78482,4.1194
0.0024292,-15.2,0.59043,4.1194
0.002298,-15.2,0.41687,4.1194
0.0022367,-15.2,0.2619,4.1194
0.002313,-15.2,0.12354,4.1194
0.0023992,-15.2,0,4.1194
0.32016,-15.2,19.4,4.4692
0.30601,-15.2,19.341,4.4692
0.29147,-15.2,19.272,4.4692
0.27661,-15.2,19.193,4.4692
0.2614,-15.2,19.1,4.4692
0.24581,-15.2,18.993,4.4692
0.22988,-15.2,18.869,4.4692
0.21368,-15.2,18.725,4.4692
0.19729,-15.2,18.558,4.4692
0.1808,-15.2,18.364,4.4692
0.16435,-15.2,18.139,4.4692
0.14806,-15.2,17.879,4.4692
0.1321,-15.2,17.576,4.4692
0.11662,-15.2,17.225,4.4692
0.10179,-15.2,16.818,4.4692
0.087754,-15.2,16.346,4.4692
0.074659,-15.2,15.798,4.4692
0.062614,-15.2,15.162,4.4692
0.051698,-15.2,14.425,4.4692
0.041987,-15.2,13.57,4.4692
0.033528,-15.2,12.578,4.4692
0.026325,-15.2,11.428,4.4692
0.020499,-15.2,10.093,4.4692
0.016734,-15.2,8.9013,4.4692
0.014,-15.2,7.8373,4.4692
0.011935,-15.2,6.8873,4.4692
0.01031,-15.2,6.039,4.4692
0.0089904,-15.2,5.2817,4.4692
0.0078872,-15.2,4.6055,4.4692
0.0069325,-15.2,4.0017,4.4692
0.0060984,-15.2,3.4627,4.4692
0.0053843,-15.2,2.9814,4.4692
0.0047833,-15.2,2.5516,4.4692
0.0042807,-15.2,2.168,4.4692
0.0038439,-15.2,1.8254,4.4692
0.0034699,-15.2,1.5195,4.4692
0.0031531,-15.2,1.2464,4.4692
0.0028647,-15.2,1.0025,4.4692
0.0026219,-15.2,0.78482,4.4692
0.0024348,-15.2,0.59043,4.4692
0.0023026,-15.2,0.41687,4.4692
0.0022407,-15.2,0.2619,4.4692
0.0023159,-15.2,0.12354,4.4692
0.0024015,-15.2,0,4.4692
0.32086,-15.2,19.4,4.875
0.30665,-15.2,19.341,4.875
0.29205,-15.2,19.272,4.875
0.27715,-15.2,19.193,4.875
0.26189,-15.2,19.1,4.875
0.24625,-15.2,18.993,4.875
0.23027,-15.2,18.869,4.875
0.21403,-15.2,18.725,4.875
0.19759,-15.2,18.558,4.875
0.18105,-15.2,18.364,4.875
0.16455,-15.2,18.139,4.875
0.14823,-15.2,17.879,4.875
0.13223,-15.2,17.576,4.875
0.11672,-15.2,17.225,4.875
0.10187,-15.2,16.818,4.875
0.087814,-15.2,16.346,4.875
0.074708,-15.2,15.798,4.875
0.062654,-15.2,15.162,4.875
0.051732,-15.2,14.425,4.875
0.042017,-15.2,13.57,4.875
0.033556,-15.2,12.578,4.875
0.026351,-15.2,11.428,4.875
0.020533,-15.2,10.093,4.875
0.016766,-15.2,8.9013,4.875
0.01403,-15.2,7.8373,4.875
0.011964,-15.2,6.8873,4.875
0.010339,-15.2,6.039,4.875
0.009019,-15.2,5.2817,4.875
0.007915,-15.2,4.6055,4.875
0.0069593,-15.2,4.0017,4.875
0.0061233,-15.2,3.4627,4.875
0.0054059,-15.2,2.9814,4.875
0.0048019,-15.2,2.5516,4.875
0.0042969,-15.2,2.168,4.875
0.0038583,-15.2,1.8254,4.875
0.0034823,-15.2,1.5195,4.875
0.0031638,-15.2,1.2464,4.875
0.0028746,-15.2,1.0025,4.875
0.0026304,-15.2,0.78482,4.875
0.0024418,-15.2,0.59043,4.875
0.0023084,-15.2,0.41687,4.875
0.0022457,-15.2,0.2619,4.875
0.0023197,-15.2,0.12354,4.875
0.0024044,-15.2,0,4.875
0.32181,-15.2,19.4,5.3456
0.30753,-15.2,19.341,5.3456
0.29286,-15.2,19.272,5.3456
0.27788,-15.2,19.193,5.3456
0.26256,-15.2,19.1,5.3456
0.24684,-15.2,18.993,5.3456
0.2308,-15.2,18.869,5.3456
0.21449,-15.2,18.725,5.3456
0.19798,-15.2,18.558,5.3456
0.18138,-15.2,18.364,5.3456
0.16482,-15.2,18.139,5.3456
0.14844,-15.2,17.879,5.3456
0.1324,-15.2,17.576,5.3456
0.11685,-15.2,17.225,5.3456
0.10196,-15.2,16.818,5.3456
0.087888,-15.2,16.346,5.3456
0.074763,-15.2,15.798,5.3456
0.062697,-15.2,15.162,5.3456
0.051766,-15.2,14.425,5.3456
0.042046,-15.2,13.57,5.3456
0.033582,-15.2,12.578,5.3456
0.026378,-15.2,11.428,5.3456
0.020569,-15.2,10.093,5.3456
0.016801,-15.2,8.9013,5.3456
0.014065,-15.2,7.8373,5.3456
0.011998,-15.2,6.8873,5.3456
0.010373,-15.2,6.039,5.3456
0.0090524,-15.2,5.2817,5.3456
0.0079477,-15.2,4.6055,5.3456
0.0069912,-15.2,4.0017,5.3456
0.0061529,-15.2,3.4627,5.3456
0.0054316,-15.2,2.9814,5.3456
0.0048242,-15.2,2.5516,5.3456
0.0043163,-15.2,2.168,5.3456
0.0038756,-15.2,1.8254,5.3456
0.0034972,-15.2,1.5195,5.3456
0.0031767,-15.2,1.2464,5.3456
0.0028867,-15.2,1.0025,5.3456
0.0026407,-15.2,0.78482,5.3456
0.0024504,-15.2,0.59043,5.3456
0.0023158,-15.2,0.41687,5.3456
0.0022521,-15.2,0.2619,5.3456
0.0023246,-15.2,0.12354,5.3456
0.0024082,-15.2,0,5.3456
0.32301,-15.2,19.4,5.8916
0.30863,-15.2,19.341,5.8916
0.29387,-15.2,19.272,5.8916
0.2788,-15.2,19.193,5.8916
0.26338,-15.2,19.1,5.8916
0.24758,-15.2,18.993,5.8916
0.23145,-15.2,18.869,5.8916
0.21505,-15.2,18.725,5.8916
0.19846,-15.2,18.558,5.8916
0.18179,-15.2,18.364,5.8916
0.16516,-15.2,18.139,5.8916
0.14871,-15.2,17.879,5.8916
0.13261,-15.2,17.576,5.8916
0.11701,-15.2,17.225,5.8916
0.10208,-15.2,16.818,5.8916
0.08797,-15.2,16.346,5.8916
0.074822,-15.2,15.798,5.8916
0.062738,-15.2,15.162,5.8916
0.051797,-15.2,14.425,5.8916
0.042073,-15.2,13.57,5.8916
0.033608,-15.2,12.578,5.8916
0.026404,-15.2,11.428,5.8916
0.02061,-15.2,10.093,5.8916
0.016841,-15.2,8.9013,5.8916
0.014105,-15.2,7.8373,5.8916
0.012039,-15.2,6.8873,5.8916
0.010414,-15.2,6.039,5.8916
0.0090928,-15.2,5.2817,5.8916
0.0079875,-15.2,4.6055,5.8916
0.0070302,-15.2,4.0017,5.8916
0.0061894,-15.2,3.4627,5.8916
0.0054637,-15.2,2.9814,5.8916
0.004852,-15.2,2.5516,5.8916
0.0043404,-15.2,2.168,5.8916
0.0038971,-15.2,1.8254,5.8916
0.0035159,-15.2,1.5195,5.8916
0.0031928,-15.2,1.2464,5.8916
0.0029018,-15.2,1.0025,5.8916
0.0026537,-15.2,0.78482,5.8916
0.0024612,-15.2,0.59043,5.8916
0.0023253,-15.2,0.41687,5.8916
0.0022605,-15.2,0.2619,5.8916
0.0023314,-15.2,0.12354,5.8916
0.0024139,-15.2,0,5.8916
0.32427,-15.2,19.4,6.525
0.3098,-15.2,19.341,6.525
0.29494,-15.2,19.272,6.525
0.27977,-15.2,19.193,6.525
0.26426,-15.2,19.1,6.525
0.24836,-15.2,18.993,6.525
0.23214,-15.2,18.869,6.525
0.21565,-15.2,18.725,6.525
0.19897,-15.2,18.558,6.525
0.18221,-15.2,18.364,6.525
0.1655,-15.2,18.139,6.525
0.14898,-15.2,17.879,6.525
0.13281,-15.2,17.576,6.525
0.11716,-15.2,17.225,6.525
0.10218,-15.2,16.818,6.525
0.088041,-15.2,16.346,6.525
0.074869,-15.2,15.798,6.525
0.062767,-15.2,15.162,6.525
0.051817,-15.2,14.425,6.525
0.042089,-15.2,13.57,6.525
0.033625,-15.2,12.578,6.525
0.026424,-15.2,11.428,6.525
0.020641,-15.2,10.093,6.525
0.016875,-15.2,8.9013,6.525
0.014142,-15.2,7.8373,6.525
0.012078,-15.2,6.8873,6.525
0.010454,-15.2,6.039,6.525
0.0091351,-15.2,5.2817,6.525
0.0080306,-15.2,4.6055,6.525
0.0070734,-15.2,4.0017,6.525
0.0062306,-15.2,3.4627,6.525
0.0055009,-15.2,2.9814,6.525
0.0048849,-15.2,2.5516,6.525
0.0043689,-15.2,2.168,6.525
0.0039228,-15.2,1.8254,6.525
0.0035386,-15.2,1.5195,6.525
0.0032127,-15.2,1.2464,6.525
0.0029205,-15.2,1.0025,6.525
0.0026701,-15.2,0.78482,6.525
0.0024751,-15.2,0.59043,6.525
0.0023377,-15.2,0.41687,6.525
0.0022715,-15.2,0.2619,6.525
0.0023402,-15.2,0.12354,6.525
0.0024212,-15.2,0,6.525
0.32517,-15.2,19.4,7.1584
0.31063,-15.2,19.341,7.1584
0.29569,-15.2,19.272,7.1584
0.28044,-15.2,19.193,7.1584
0.26485,-15.2,19.1,7.1584
0.24888,-15.2,18.993,7.1584
0.23258,-15.2,18.869,7.1584
0.21601,-15.2,18.725,7.1584
0.19926,-15.2,18.558,7.1584
0.18243,-15.2,18.364,7.1584
0.16566,-15.2,18.139,7.1584
0.14909,-15.2,17.879,7.1584
0.13287,-15.2,17.576,7.1584
0.11719,-15.2,17.225,7.1584
0.10219,-15.2,16.818,7.1584
0.088035,-15.2,16.346,7.1584
0.074852,-15.2,15.798,7.1584
0.062744,-15.2,15.162,7.1584
0.051793,-15.2,14.425,7.1584
0.04207,-15.2,13.57,7.1584
0.033612,-15.2,12.578,7.1584
0.026419,-15.2,11.428,7.1584
0.020637,-15.2,10.093,7.1584
0.016879,-15.2,8.9013,7.1584
0.014153,-15.2,7.8373,7.1584
0.012095,-15.2,6.8873,7.1584
0.010477,-15.2,6.039,7.1584
0.0091624,-15.2,5.2817,7.1584
0.008061,-15.2,4.6055,7.1584
0.0071065,-15.2,4.0017,7.1584
0.0062638,-15.2,3.4627,7.1584
0.005532,-15.2,2.9814,7.1584
0.004913,-15.2,2.5516,7.1584
0.0043939,-15.2,2.168,7.1584
0.0039461,-15.2,1.8254,7.1584
0.0035596,-15.2,1.5195,7.1584
0.0032315,-15.2,1.2464,7.1584
0.0029388,-15.2,1.0025,7.1584
0.0026863,-15.2,0.78482,7.1584
0.0024891,-15.2,0.59043,7.1584
0.0023503,-15.2,0.41687,7.1584
0.0022825,-15.2,0.2619,7.1584
0.0023477,-15.2,0.12354,7.1584
0.002426,-15.2,0,7.1584
0.32552,-15.2,19.4,7.7044
0.31095,-15.2,19.341,7.7044
0.29596,-15.2,19.272,7.7044
0.28066,-15.2,19.193,7.7044
0.26502,-15.2,19.1,7.7044
0.249,-15.2,18.993,7.7044
0.23264,-15.2,18.869,7.7044
0.21603,-15.2,18.725,7.7044
0.19923,-15.2,18.558,7.7044
0.18236,-15.2,18.364,7.7044
0.16555,-15.2,18.139,7.7044
0.14896,-15.2,17.879,7.7044
0.13274,-15.2,17.576,7.7044
0.11705,-15.2,17.225,7.7044
0.10206,-15.2,16.818,7.7044
0.087911,-15.2,16.346,7.7044
0.074741,-15.2,15.798,7.7044
0.062645,-15.2,15.162,7.7044
0.051708,-15.2,14.425,7.7044
0.042001,-15.2,13.57,7.7044
0.033559,-15.2,12.578,7.7044
0.02638,-15.2,11.428,7.7044
0.020599,-15.2,10.093,7.7044
0.016855,-15.2,8.9013,7.7044
0.014139,-15.2,7.8373,7.7044
0.01209,-15.2,6.8873,7.7044
0.01048,-15.2,6.039,7.7044
0.0091714,-15.2,5.2817,7.7044
0.0080751,-15.2,4.6055,7.7044
0.0071249,-15.2,4.0017,7.7044
0.0062842,-15.2,3.4627,7.7044
0.0055521,-15.2,2.9814,7.7044
0.0049317,-15.2,2.5516,7.7044
0.0044108,-15.2,2.168,7.7044
0.0039625,-15.2,1.8254,7.7044
0.0035748,-15.2,1.5195,7.7044
0.0032453,-15.2,1.2464,7.7044
0.0029527,-15.2,1.0025,7.7044
0.0026989,-15.2,0.78482,7.7044
0.0025,-15.2,0.59043,7.7044
0.0023603,-15.2,0.41687,7.7044
0.0022907,-15.2,0.2619,7.7044
0.0023519,-15.2,0.12354,7.7044
0.0024271,-15.2,0,7.7044
0.32546,-15.2,19.4,8.175
0.31086,-15.2,19.341,8.175
0.29585,-15.2,19.272,8.175
0.28051,-15.2,19.193,8.175
0.26483,-15.2,19.1,8.175
0.24877,-15.2,18.993,8.175
0.23238,-15.2,18.869,8.175
0.21573,-15.2,18.725,8.175
0.19891,-15.2,18.558,8.175
0.18203,-15.2,18.364,8.175
0.16522,-15.2,18.139,8.175
0.14863,-15.2,17.879,8.175
0.13242,-15.2,17.576,8.175
0.11676,-15.2,17.225,8.175
0.1018,-15.2,16.818,8.175
0.087695,-15.2,16.346,8.175
0.074558,-15.2,15.798,8.175
0.062489,-15.2,15.162,8.175
0.051578,-15.2,14.425,8.175
0.041897,-15.2,13.57,8.175
0.033479,-15.2,12.578,8.175
0.02632,-15.2,11.428,8.175
0.020546,-15.2,10.093,8.175
0.016817,-15.2,8.9013,8.175
0.014113,-15.2,7.8373,8.175
0.012074,-15.2,6.8873,8.175
0.010473,-15.2,6.039,8.175
0.009171,-15.2,5.2817,8.175
0.0080805,-15.2,4.6055,8.175
0.0071351,-15.2,4.0017,8.175
0.0062973,-15.2,3.4627,8.175
0.0055657,-15.2,2.9814,8.175
0.0049445,-15.2,2.5516,8.175
0.0044227,-15.2,2.168,8.175
0.0039742,-15.2,1.8254,8.175
0.003586,-15.2,1.5195,8.175
0.0032557,-15.2,1.2464,8.175
0.0029635,-15.2,1.0025,8.175
0.0027087,-15.2,0.78482,8.175
0.0025087,-15.2,0.59043,8.175
0.0023682,-15.2,0.41687,8.175
0.0022969,-15.2,0.2619,8.175
0.0023543,-15.2,0.12354,8.175
0.0024266,-15.2,0,8.175
0.32496,-15.2,19.4,8.5808
0.31036,-15.2,19.341,8.5808
0.29533,-15.2,19.272,8.5808
0.27996,-15.2,19.193,8.5808
0.26426,-15.2,19.1,8.5808
0.24818,-15.2,18.993,8.5808
0.23177,-15.2,18.869,8.5808
0.21511,-15.2,18.725,8.5808
0.19829,-15.2,18.558,8.5808
0.18142,-15.2,18.364,8.5808
0.16464,-15.2,18.139,8.5808
0.14811,-15.2,17.879,8.5808
0.13196,-15.2,17.576,8.5808
0.11637,-15.2,17.225,8.5808
0.10148,-15.2,16.818,8.5808
0.087426,-15.2,16.346,8.5808
0.074337,-15.2,15.798,8.5808
0.062307,-15.2,15.162,8.5808
0.05143,-15.2,14.425,8.5808
0.04178,-15.2,13.57,8.5808
0.033388,-15.2,12.578,8.5808
0.026251,-15.2,11.428,8.5808
0.020488,-15.2,10.093,8.5808
0.016774,-15.2,8.9013,8.5808
0.014082,-15.2,7.8373,8.5808
0.012053,-15.2,6.8873,8.5808
0.01046,-15.2,6.039,8.5808
0.0091657,-15.2,5.2817,8.5808
0.0080809,-15.2,4.6055,8.5808
0.0071404,-15.2,4.0017,8.5808
0.0063058,-15.2,3.4627,8.5808
0.005575,-15.2,2.9814,8.5808
0.0049534,-15.2,2.5516,8.5808
0.0044313,-15.2,2.168,8.5808
0.0039831,-15.2,1.8254,8.5808
0.0035945,-15.2,1.5195,8.5808
0.0032639,-15.2,1.2464,8.5808
0.0029721,-15.2,1.0025,8.5808
0.0027167,-15.2,0.78482,8.5808
0.0025158,-15.2,0.59043,8.5808
0.0023747,-15.2,0.41687,8.5808
0.002302,-15.2,0.2619,8.5808
0.0023561,-15.2,0.12354,8.5808
0.0024256,-15.2,0,8.5808
0.32388,-15.2,19.4,8.9306
0.3093,-15.2,19.341,8.9306
0.29426,-15.2,19.272,8.9306
0.27888,-15.2,19.193,8.9306
0.26316,-15.2,19.1,8.9306
0.24708,-15.2,18.993,8.9306
0.23068,-15.2,18.869,8.9306
0.21405,-15.2,18.725,8.9306
0.19728,-15.2,18.558,8.9306
0.18049,-15.2,18.364,8.9306
0.16381,-15.2,18.139,8.9306
0.14738,-15.2,17.879,8.9306
0.13135,-15.2,17.576,8.9306
0.11588,-15.2,17.225,8.9306
0.10109,-15.2,16.818,8.9306
0.087126,-15.2,16.346,8.9306
0.074101,-15.2,15.798,8.9306
0.062119,-15.2,15.162,8.9306
0.051282,-15.2,14.425,8.9306
0.041664,-15.2,13.57,8.9306
0.033298,-15.2,12.578,8.9306
0.026182,-15.2,11.428,8.9306
0.020431,-15.2,10.093,8.9306
0.01673,-15.2,8.9013,8.9306
0.014049,-15.2,7.8373,8.9306
0.01203,-15.2,6.8873,8.9306
0.010445,-15.2,6.039,8.9306
0.0091571,-15.2,5.2817,8.9306
0.0080778,-15.2,4.6055,8.9306
0.007142,-15.2,4.0017,8.9306
0.0063106,-15.2,3.4627,8.9306
0.0055808,-15.2,2.9814,8.9306
0.0049593,-15.2,2.5516,8.9306
0.0044371,-15.2,2.168,8.9306
0.0039894,-15.2,1.8254,8.9306
0.0036009,-15.2,1.5195,8.9306
0.0032702,-15.2,1.2464,8.9306
0.0029791,-15.2,1.0025,8.9306
0.0027232,-15.2,0.78482,8.9306
0.0025217,-15.2,0.59043,8.9306
0.0023802,-15.2,0.41687,8.9306
0.0023062,-15.2,0.2619,8.9306
0.0023573,-15.2,0.12354,8.9306
0.0024246,-15.2,0,8.9306
0.32183,-15.2,19.4,9.2322
0.30727,-15.2,19.341,9.2322
0.29226,-15.2,19.272,9.2322
0.27691,-15.2,19.193,9.2322
0.26123,-15.2,19.1,9.2322
0.24522,-15.2,18.993,9.2322
0.22891,-15.2,18.869,9.2322
0.2124,-15.2,18.725,9.2322
0.19578,-15.2,18.558,9.2322
0.17916,-15.2,18.364,9.2322
0.16266,-15.2,18.139,9.2322
0.14641,-15.2,17.879,9.2322
0.13057,-15.2,17.576,9.2322
0.11527,-15.2,17.225,9.2322
0.10063,-15.2,16.818,9.2322
0.086784,-15.2,16.346,9.2322
0.07384,-15.2,15.798,9.2322
0.06192,-15.2,15.162,9.2322
0.051131,-15.2,14.425,9.2322
0.041551,-15.2,13.57,9.2322
0.033212,-15.2,12.578,9.2322
0.026116,-15.2,11.428,9.2322
0.020376,-15.2,10.093,9.2322
0.016688,-15.2,8.9013,9.2322
0.014017,-15.2,7.8373,9.2322
0.012006,-15.2,6.8873,9.2322
0.010428,-15.2,6.039,9.2322
0.0091466,-15.2,5.2817,9.2322
0.0080724,-15.2,4.6055,9.2322
0.007141,-15.2,4.0017,9.2322
0.0063125,-15.2,3.4627,9.2322
0.0055839,-15.2,2.9814,9.2322
0.0049626,-15.2,2.5516,9.2322
0.0044407,-15.2,2.168,9.2322
0.0039938,-15.2,1.8254,9.2322
0.0036056,-15.2,1.5195,9.2322
0.003275,-15.2,1.2464,9.2322
0.0029846,-15.2,1.0025,9.2322
0.0027286,-15.2,0.78482,9.2322
0.0025267,-15.2,0.59043,9.2322
0.0023848,-15.2,0.41687,9.2322
0.0023097,-15.2,0.2619,9.2322
0.0023583,-15.2,0.12354,9.2322
0.0024235,-15.2,0,9.2322
0.31832,-15.2,19.4,9.4921
0.3039,-15.2,19.341,9.4921
0.28905,-15.2,19.272,9.4921
0.27386,-15.2,19.193,9.4921
0.25836,-15.2,19.1,9.4921
0.24257,-15.2,18.993,9.4921
0.22651,-15.2,18.869,9.4921
0.21027,-15.2,18.725,9.4921
0.19393,-15.2,18.558,9.4921
0.17759,-15.2,18.364,9.4921
0.16136,-15.2,18.139,9.4921
0.14537,-15.2,17.879,9.4921
0.12974,-15.2,17.576,9.4921
0.11462,-15.2,17.225,9.4921
0.10014,-15.2,16.818,9.4921
0.086413,-15.2,16.346,9.4921
0.073555,-15.2,15.798,9.4921
0.0617,-15.2,15.162,9.4921
0.050964,-15.2,14.425,9.4921
0.041424,-15.2,13.57,9.4921
0.033117,-15.2,12.578,9.4921
0.026045,-15.2,11.428,9.4921
0.020321,-15.2,10.093,9.4921
0.016645,-15.2,8.9013,9.4921
0.013985,-15.2,7.8373,9.4921
0.011981,-15.2,6.8873,9.4921
0.010411,-15.2,6.039,9.4921
0.0091347,-15.2,5.2817,9.4921
0.0080652,-15.2,4.6055,9.4921
0.0071379,-15.2,4.0017,9.4921
0.0063122,-15.2,3.4627,9.4921
0.0055847,-15.2,2.9814,9.4921
0.0049639,-15.2,2.5516,9.4921
0.0044427,-15.2,2.168,9.4921
0.0039967,-15.2,1.8254,9.4921
0.003609,-15.2,1.5195,9.4921
0.0032787,-15.2,1.2464,9.4921
0.0029892,-15.2,1.0025,9.4921
0.0027331,-15.2,0.78482,9.4921
0.002531,-15.2,0.59043,9.4921
0.0023889,-15.2,0.41687,9.4921
0.0023127,-15.2,0.2619,9.4921
0.0023591,-15.2,0.12354,9.4921
0.0024225,-15.2,0,9.4921
0.31349,-15.2,19.4,9.7162
0.29942,-15.2,19.341,9.7162
0.28494,-15.2,19.272,9.7162
0.27011,-15.2,19.193,9.7162
0.255,-15.2,19.1,9.7162
0.23959,-15.2,18.993,9.7162
0.22394,-15.2,18.869,9.7162
0.2081,-15.2,18.725,9.7162
0.19216,-15.2,18.558,9.7162
0.17618,-15.2,18.364,9.7162
0.16027,-15.2,18.139,9.7162
0.14454,-15.2,17.879,9.7162
0.12912,-15.2,17.576,9.7162
0.11415,-15.2,17.225,9.7162
0.09977,-15.2,16.818,9.7162
0.086108,-15.2,16.346,9.7162
0.073296,-15.2,15.798,9.7162
0.061481,-15.2,15.162,9.7162
0.050782,-15.2,14.425,9.7162
0.041277,-15.2,13.57,9.7162
0.033003,-15.2,12.578,9.7162
0.025959,-15.2,11.428,9.7162
0.020256,-15.2,10.093,9.7162
0.016597,-15.2,8.9013,9.7162
0.013948,-15.2,7.8373,9.7162
0.011954,-15.2,6.8873,9.7162
0.010391,-15.2,6.039,9.7162
0.0091208,-15.2,5.2817,9.7162
0.0080561,-15.2,4.6055,9.7162
0.0071328,-15.2,4.0017,9.7162
0.00631,-15.2,3.4627,9.7162
0.0055839,-15.2,2.9814,9.7162
0.0049638,-15.2,2.5516,9.7162
0.0044434,-15.2,2.168,9.7162
0.0039985,-15.2,1.8254,9.7162
0.0036115,-15.2,1.5195,9.7162
0.0032817,-15.2,1.2464,9.7162
0.002993,-15.2,1.0025,9.7162
0.0027371,-15.2,0.78482,9.7162
0.0025348,-15.2,0.59043,9.7162
0.0023925,-15.2,0.41687,9.7162
0.0023155,-15.2,0.2619,9.7162
0.0023599,-15.2,0.12354,9.7162
0.0024216,-15.2,0,9.7162
